Page_Visits,Time_Spent,Demo_Requested,Trial_Signups,Emails_Clicked,Webinar_Attendance,Feature_Usage,Support_Interactions,Industry_Score,Company_Size,Revenue_Potential,Account_Creation_Days,Bounce_Rate,Device_Type,Referrals,Login_Frequency,Days_Active,Onboarding_Completion,Guided_Tour_Completion,Integration_Attempts,Content_Engagement,Customizations_Made
16,268,1,1,1,0,11,2,4.074078813546854,253,937550.3374073385,168,9.60069465061527,2,9,18,22,1,0,3,3,3
31,161,0,0,8,1,13,5,9.865694907793266,344,529875.6255182062,32,29.709621917308105,2,9,26,15,0,1,4,9,5
11,9,1,0,0,0,11,2,0.5592635012822567,194,614903.0145669361,28,5.427118538937359,1,9,26,6,0,0,0,8,4
16,90,1,0,5,1,18,9,1.4218137638735162,176,482423.6015947289,131,59.663053235714116,1,9,23,2,0,0,0,18,3
8,179,1,1,5,1,15,5,0.5282589390860248,33,93657.4526074745,128,8.686290798618279,2,0,6,9,1,0,4,14,3
4,294,1,0,4,1,1,3,6.258411949823758,58,768089.3784186665,62,70.17136340660952,1,4,28,4,0,0,5,18,9
40,197,1,1,4,1,7,1,0.5450927741371958,467,747224.6450885868,27,5.2642112627161115,2,1,8,13,0,0,4,1,6
4,123,1,1,0,1,13,7,8.364397373761234,201,311703.321492812,45,5.9308894801096805,1,10,23,23,1,1,1,9,6
25,222,1,0,9,0,12,3,5.119386306819278,28,306239.2452284004,105,30.532589903326635,2,8,30,22,1,1,0,18,1
3,118,0,0,4,0,18,8,5.270076245815337,35,837841.3809055185,92,89.65715249692775,1,6,26,11,0,1,4,16,6
32,149,0,0,1,0,19,6,5.615945077121943,487,72357.25774132663,25,64.13932487233166,2,9,13,13,1,1,2,19,1
3,30,0,0,6,1,15,1,1.7081370630621073,125,881105.1483565659,44,77.01312919289194,1,7,8,11,0,0,2,20,3
27,140,1,1,2,1,8,3,1.9769030311448754,394,256661.68989591443,174,14.155210947710605,2,5,19,19,0,1,4,1,0
29,236,1,0,3,1,19,4,3.188173228730047,321,592984.747755494,142,83.41254332472458,1,8,6,8,1,1,1,18,4
32,80,1,0,2,1,10,2,5.934964158218515,42,935994.1790017778,136,0.8146248194235151,1,5,29,7,1,0,0,16,0
50,293,1,0,2,0,7,8,2.1011777594021455,85,678122.5015366464,176,21.305735073300614,2,6,23,25,0,0,2,17,3
19,5,1,1,3,0,18,4,1.1633172713326123,393,414429.8124670366,142,61.609232114999344,1,6,15,16,1,0,4,16,8
21,151,1,0,4,1,16,1,9.701168864184321,188,689534.2089054151,80,37.52464085940503,1,8,10,3,0,0,4,1,7
5,291,1,0,0,1,20,10,0.21981814809622913,111,343979.63631637016,82,98.41933917185635,1,10,27,17,1,1,3,18,5
18,146,0,1,3,0,6,2,8.026974053360217,271,277258.41634918615,135,3.0339246818318233,1,7,17,18,1,0,4,0,7
28,57,1,1,10,1,9,8,7.8803514957502205,483,996683.2779346796,88,99.85981679365432,1,0,1,28,1,0,1,10,4
42,73,0,0,7,1,13,6,2.9721411384509597,441,750790.2311797877,177,62.36278328613161,2,3,7,27,1,0,2,9,6
22,94,0,0,9,1,8,1,1.356266160073134,325,644719.9773818176,127,55.870699459609654,2,6,29,15,1,0,3,4,7
21,224,1,0,6,0,16,8,1.4562864670542341,105,355289.64321931876,55,5.951244256397437,1,10,27,28,0,0,2,15,6
6,196,1,0,8,0,13,3,6.974316172371925,406,49160.82915504816,141,27.332887666589066,2,7,13,17,0,0,2,4,3
1,67,0,0,4,1,13,8,6.428065910861736,320,31056.876035155612,56,92.46626882915957,1,6,3,11,0,1,1,11,4
5,77,0,1,9,0,17,1,7.827456742513867,41,554181.2554487988,15,35.424600318924426,2,2,19,5,1,1,4,3,9
41,165,1,1,3,1,20,9,9.374811723991046,215,762032.7210390511,58,66.1653200467251,1,3,15,16,0,1,1,5,5
12,173,1,0,7,1,5,3,6.91927363266592,71,537379.1904438551,163,99.94963504187217,1,6,5,15,0,0,4,18,10
26,93,0,0,8,0,17,4,1.5585153655144346,56,840785.0719391146,88,26.306971383354117,1,7,11,10,1,0,3,8,5
46,180,1,1,6,1,9,1,2.434426167654107,407,33426.53309322163,97,57.60808790144938,1,6,22,14,1,1,1,11,8
34,273,1,0,6,1,2,9,8.421937308731145,236,366752.0764259401,144,69.64377927022132,2,5,18,2,1,1,1,14,9
49,77,1,0,4,0,18,0,2.0930607583420855,281,237070.39117417805,8,16.462724656541518,2,8,3,16,0,1,5,15,1
14,249,0,0,3,1,9,6,0.7252231695448141,475,447272.968157122,173,14.86725636961821,2,8,6,19,0,1,0,12,5
26,81,0,0,9,1,6,9,7.032800540422505,105,72376.39319412247,40,45.63079116581733,1,10,3,8,1,0,1,20,2
45,163,0,0,0,1,11,0,4.025263554901421,390,954131.6415710725,14,38.58125217592894,2,6,30,15,0,1,5,6,1
27,102,1,1,9,0,6,10,9.200400525459036,375,223255.40106936093,53,71.42154368573138,2,7,5,10,0,0,0,19,5
9,106,1,0,9,1,6,10,6.502550710936616,162,922307.7754835847,127,6.950877144858625,1,5,9,30,1,0,4,3,3
26,136,0,0,6,0,13,7,0.9041897779166075,191,425893.1550366818,155,97.21666237406905,1,0,28,5,0,0,4,10,4
47,106,0,0,0,1,11,2,9.478565672536607,9,985524.133255218,175,1.4276981685832357,1,0,19,20,1,1,4,7,4
22,23,0,1,0,1,14,9,2.5855726364024587,60,554058.3834602108,80,60.13168243361512,2,5,28,16,0,1,5,5,2
47,86,1,1,4,1,2,5,3.372124904062858,381,930832.8641758075,115,56.26325958673883,2,1,27,21,1,1,5,9,3
30,283,0,1,8,1,8,6,4.022604136835421,305,5348.988694222845,134,13.471573086972576,1,7,13,26,0,0,0,6,2
43,133,0,1,5,0,3,9,0.5122429640431325,225,748238.8061809001,55,15.091598271352979,2,0,29,22,0,0,4,6,6
48,93,1,0,2,0,3,0,4.965154222306048,307,903050.6531025154,44,79.26774877946268,1,1,6,12,1,1,2,3,0
17,217,1,1,2,1,1,5,1.2331849107529225,188,139720.56697895407,18,88.75624584126831,2,7,11,23,1,0,1,2,5
26,147,1,0,6,1,19,6,4.009703266883518,70,96125.8517321515,16,28.301696588376956,1,5,21,30,1,1,5,6,3
36,69,0,0,5,1,18,5,3.5070978799208428,293,424572.60718595557,12,43.796396396256846,2,9,21,13,1,0,5,3,0
1,80,1,1,8,1,17,3,7.728400834265034,287,933678.9061329351,148,35.499504103835356,2,1,27,9,0,0,5,12,0
8,203,1,1,5,1,20,0,8.031705116327311,482,542386.5601904388,45,7.254701298665189,2,1,30,17,1,0,0,19,4
49,147,0,1,4,1,13,10,1.5341288238908801,169,527456.4637217321,93,67.32042460158094,1,10,14,20,1,0,4,16,4
35,97,1,1,9,1,3,8,3.665511873792262,62,141126.11829932185,22,82.51929348056902,1,6,6,28,1,0,2,6,9
15,228,0,1,6,1,1,3,3.733531610318317,349,789.5110932187865,97,30.487935739120708,1,4,6,12,1,0,1,16,6
47,295,0,0,0,0,4,6,1.5141044393608505,442,810140.0907454612,47,99.01757936307183,2,4,17,25,1,0,1,3,3
22,106,1,1,6,0,13,6,7.984535050511905,14,87574.56298623822,29,7.5851557282354936,1,7,11,5,0,1,4,10,8
14,271,1,1,2,0,17,1,7.072283283354233,164,633849.818735324,45,66.17907138145209,2,6,15,24,1,0,2,2,3
26,114,1,1,8,1,11,0,1.9038178629703473,420,914616.4545151915,77,44.82280145260889,1,8,9,12,1,0,0,10,6
28,269,1,0,5,1,2,7,3.6672190859379903,245,208651.913158431,9,44.66019011066559,1,3,21,1,1,1,5,2,4
23,7,1,1,8,1,16,7,1.0580502485651422,335,665272.8362369108,24,45.764561603354025,2,9,17,20,0,1,5,11,4
14,89,1,0,4,0,2,6,6.282065970930439,8,78698.57670750946,15,25.868177380142843,2,3,24,28,0,1,4,0,5
24,286,0,1,6,1,19,7,1.2137192454861967,154,603755.1438376129,164,71.55628273322324,1,1,7,16,0,1,1,3,7
2,121,0,1,3,0,19,2,9.859341686249177,36,163931.72095320275,13,72.15765260850269,1,2,7,30,1,0,5,13,4
45,225,1,0,6,1,16,10,7.806820746878623,48,735953.560515178,91,28.239711010582702,2,0,30,12,1,0,1,0,2
26,158,0,1,0,0,19,1,3.9023854958399506,85,301231.2947939082,172,83.53064608584502,2,0,21,9,0,1,1,13,5
14,157,1,0,6,0,9,6,5.7856393227935445,28,463391.0088046462,101,31.684494365033,1,6,1,13,0,0,4,12,1
7,16,0,0,7,0,1,7,9.113418162164088,196,599430.5420276216,71,72.50931239865423,2,4,25,17,1,1,3,12,7
3,137,0,0,4,1,10,0,5.540992803958261,446,171273.41066623956,122,12.099976751206643,1,2,27,17,1,0,3,14,7
47,297,0,1,1,0,19,9,1.7449848639795518,208,741637.8186176209,76,16.870164280374567,1,6,25,4,1,0,3,16,2
23,232,1,1,4,1,1,8,3.7870335558115933,470,302640.34063681454,164,31.579564450825114,1,1,8,14,0,0,2,11,7
46,275,0,1,5,1,2,10,8.431448650297455,204,662371.8599127535,116,59.38737676678615,2,2,5,19,1,0,4,13,8
43,47,1,0,1,1,16,3,6.442130159896179,464,158283.05069937365,61,64.55114854786993,1,0,30,7,1,0,1,11,4
47,25,0,1,5,1,12,3,6.507243843338003,307,688117.6592063502,168,39.63561719674749,1,7,19,27,0,1,5,17,4
45,111,0,0,5,1,8,2,8.668214856884891,104,128188.07281046174,126,7.783915311051404,2,1,8,3,0,0,2,3,5
18,121,0,1,0,0,18,5,8.939730574625047,230,425356.49626998365,155,37.36346520927243,2,6,17,1,0,0,3,13,6
38,128,0,0,0,1,2,0,9.197925717794362,426,247206.07373887682,1,68.87675159591515,2,10,19,12,1,0,0,18,2
35,285,0,0,10,1,13,5,0.948491932531561,101,748375.2494281826,162,67.0995461130316,1,8,12,15,0,0,2,12,4
15,296,1,0,9,1,6,1,5.4412600196310095,29,262035.00450687457,68,16.019641320544274,2,5,27,11,0,0,2,17,0
25,207,1,1,2,1,6,8,7.405095212183186,127,881717.3063953962,88,0.7783970268967155,2,1,23,10,1,1,4,10,10
37,55,0,0,9,1,9,1,7.569268451270138,338,891820.2114066129,21,75.29816172961168,1,1,30,2,1,0,5,5,9
28,275,0,0,9,0,16,6,6.067162019700039,10,196441.31522278584,161,10.63681663852437,1,8,15,26,0,1,2,8,4
10,281,0,0,2,0,11,0,1.6678733518367417,106,613845.9450077242,135,8.23491439642855,1,9,4,29,1,0,5,11,3
39,145,0,0,3,1,7,6,7.974205539416643,167,87717.64171996432,3,0.2701216834163467,1,7,23,4,0,0,4,18,0
17,279,1,0,1,0,10,4,7.201113335149457,466,391537.0996016292,51,43.260132595692724,2,8,12,17,1,1,0,13,6
39,294,0,0,8,0,10,7,0.8613577154903629,257,713321.7295012723,79,50.32639009008144,1,3,27,17,1,0,1,14,0
22,56,1,1,9,1,20,3,4.638098246743763,295,659423.2468499163,95,63.76640461485906,2,3,13,28,0,0,1,10,7
26,31,0,1,10,0,18,9,1.7397739952180358,277,624700.669406608,123,29.606384071258585,1,1,14,30,0,1,3,5,9
44,161,1,0,6,1,20,6,3.374770457129719,65,282540.8636624436,6,71.042471638678,1,9,5,8,0,0,3,13,1
25,243,0,1,6,0,9,5,0.18081092205685434,271,378024.949434402,157,16.933185740694157,2,0,22,23,1,1,0,2,9
17,160,0,1,5,0,15,4,4.003298684107582,388,102946.14470028618,17,83.19900531103474,2,9,16,14,0,1,1,18,4
13,295,1,0,2,0,4,3,5.498769211562104,188,719022.820433601,117,57.18483288904456,2,3,30,24,1,1,3,19,5
20,140,0,0,5,1,8,6,6.195825928270868,317,503888.7967912735,60,58.388982337204844,1,9,7,29,1,0,5,10,8
25,148,0,0,7,0,9,4,6.634903451287101,404,708765.6323456547,150,20.977541377910814,1,9,15,4,0,0,2,16,6
4,110,0,1,7,0,13,4,8.3629131310246,138,248943.52479687275,152,7.410874930038824,2,10,13,6,1,1,4,16,5
10,162,1,0,10,1,9,0,2.1546290727573005,343,324438.2286350662,125,46.47248030806714,2,7,26,29,1,0,3,2,4
3,150,0,1,8,1,4,1,1.2048182243846794,105,334215.33726011467,81,61.56119519223589,1,1,16,19,0,1,0,13,5
41,6,0,0,0,0,17,4,8.515371718979257,34,25742.4097472162,85,9.504645866168559,2,10,12,27,1,0,1,6,10
45,81,1,1,0,1,16,2,1.5661281489264989,380,341047.8728306235,51,95.05344745281667,2,7,7,29,1,1,0,18,3
18,136,1,0,2,0,15,1,9.747600813361952,110,803304.5735180335,178,98.04143602328068,1,0,16,24,0,0,4,2,0
47,94,1,0,2,0,3,3,8.42538229398637,432,897298.4957497385,139,54.5456695392492,2,0,23,4,0,1,4,1,8
36,267,0,1,9,1,20,3,5.008766058895992,33,518218.3156359275,71,95.00691552734062,1,3,23,3,1,0,0,16,10
47,112,0,1,7,1,5,3,9.814214249220253,354,455501.69521922024,170,17.944523758085307,1,6,27,20,1,1,3,8,4
22,78,0,1,9,1,5,3,0.9737672910800421,231,30824.618699370254,39,2.5420685179524893,1,8,13,6,1,0,3,5,7
34,43,1,1,0,0,20,2,3.0306576117510167,317,879204.3375853826,69,3.940953529038993,2,4,29,27,1,1,1,20,6
47,163,0,1,1,1,15,6,6.382244150406114,266,13010.213425872718,48,58.75124794267791,2,1,23,23,0,0,5,8,7
8,75,0,1,1,0,18,8,3.5000686847317874,182,944750.0802102118,125,6.164188343682353,2,6,3,7,1,0,1,4,0
40,245,1,0,2,1,15,4,9.283725519807918,340,489216.24868809065,57,95.8545606824087,2,10,15,14,1,1,2,1,8
49,40,1,1,5,0,2,3,0.6562608817781757,65,341934.4935747266,21,14.193321075939858,1,1,28,12,1,0,5,14,0
44,88,1,0,0,1,13,10,5.494118320609646,333,924218.4348426601,82,30.472280605297865,1,8,3,16,1,0,2,8,2
19,267,1,0,1,0,4,1,5.908662673951145,1,24390.993110096737,99,82.25178019983484,2,8,7,20,0,0,1,18,7
42,176,1,1,0,1,10,1,6.527281237772241,133,581424.8948690871,148,21.87403231040931,2,2,30,8,1,0,5,9,10
41,177,0,0,4,0,13,4,2.5566622333181446,80,548932.5244993377,15,24.29684584545706,2,7,18,23,0,1,5,3,0
37,51,1,1,6,1,10,6,3.6456642751986443,271,219320.40121138206,69,64.23089557910183,2,10,14,2,0,0,2,9,0
6,145,0,1,7,1,9,9,8.436805296649776,241,428887.43135021057,179,27.60860884892623,1,3,18,13,0,0,0,7,5
26,122,0,0,9,0,8,9,1.9494276897015983,28,652264.0059437702,76,21.74476340077003,2,2,19,8,0,1,3,12,4
34,281,1,0,0,1,3,8,8.26867847173362,223,727131.1968819275,62,25.41777143056575,1,0,14,25,0,0,5,6,10
45,218,1,1,6,0,16,6,5.626554229027424,23,716.8587065797816,119,49.06474993407268,2,4,20,21,1,1,5,6,5
6,224,1,1,4,0,14,4,7.621875111940821,496,936853.4300910153,37,96.6099872731482,2,10,6,20,0,0,2,3,2
37,30,0,0,9,1,9,9,7.136073662634716,109,164525.3723928124,134,83.22379415612284,2,3,29,16,0,1,5,14,9
